Name,Year,Actors
The American President,1995,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, Anna Deavere Smith, Richard Dreyfuss, Joshua Malina, Shawna Waldron, Samantha Mathis, David Paymer, Nina Siemaszko, Wendie Malick, John Mahoney, Anne Haney, Aaron Sorkin, Arthur Senzy, Beau Billingslea, Gail Strickland, Joshua Malina, Clement von Franckenstein, Efrat Lavie, Taylor Nichols, John Mahon, Tom Dahlgren, Ralph Meyering Jr., Kurt Boesen, Joseph Latimore, Darryl Alan Reed, Andrew Steel, Jordan Lund, Richard McGonagle, Frank Cavestani, Richard Stahl, Alice Kushida, Renee Faia, Beans Morocco, Kathryn Ish, Kamilah Martin, Augie Blunt, Thom Barry, Steve Gonzales, Gabriel Jarret, Karen Maruyama, Nancy Kandal, George Murdock, Bernie McInerney, Jack Gilroy, Matthew Saks, Googy Gress, Ron Canada, Brian Pietro, Rick Garcia, Kimberly Newberry, Greg Poland, Jennifer Crystal Foley, Nick Toth, Jorge Noa, Maud Winchester, Jeffrey Anderson, Suzanne Michaels, Mark Thompson, David Drew Gallagher, Todd Odom, Michael G. Alexander, Leslie Bega, Anthony Backman, Arthur Eckdahl, Jill Gable, Matthew James Gulbranson, Mark Norris, Roger Steffens, Helen Thomas, Ray Uhler"
The Magical Legend of the Leprechauns,1999,"Whoopi Goldberg, Colm Meaney, Randy Quaid, Roger Daltrey, Kieran Culkin, Caroline Carver, Zoë Wanamaker, Daniel Betts, Orla Brady, Frank Finlay, Phyllida Law"
Dance with Me,1998,"Chayanne, Joan Plowright, Kris Kristofferson, Jane Krakowski, Vanessa L. Williams, Beth Grant, Harry Groener, William Marquez, Scott Paetty, Rick Valenzuela, Chaz Oswill, Liz Curtis, Bill Applebaum, Angelo Pagan, Victor Marcel, Ana Sofia Pomales, Nelson Marquez, Mike Gomez, Charles Venturi, Maurice Schwartzman, Jannette Valenzuela, Jim Mapp, Robert Pike Daniel, Tony Meredith, Melanie LaPatin, Jean-Marc Généreux, France Mousseau, James Kunitz, Jaana Kunitz, Giacomo Steccaglia, Melissa Dexter, Eric Thomas Robinson, Maria Torres O'Connor, Thomas A. Slater, Carol Bentley, Jose Mesa Benjamin, Harry Bowens, Juan Carlos Cienfuegos, Leila Flores, Raúl Gómez, Monica Gonzalez, Rudy González, Ana Hernandez, Alicia Gómez, Joel Hernandez, Erika Landin, Alyra Lennox, Rojelio Moreno, Anne Noelle, Piper Orr, Jacqueline Rios, Chantal Sagouspe, Marissa Soratorio, Albert Torres, Francisco Vasquez, Joby Vasquez, Luis Vasquez, Roberto Villacorta, Huey Dunbar, Anthony Avery, Colleen Ann Brah, Kira Burt, Adam Carrera, Bronwen Carson, Wilfredo A. Crispin, James De Jesus, Dawn Didawick, Ty Donaldson, J. E. Freeman, Humberto Hernandez, Shawna Reina, Casey Ryan, Albita, Kevin Sateri, Karin Elena Wolf"
Chasing Secrets,1999,"Crystal Bernard, Della Reese, Yvonne Zima, Ossie Davis, Yolanda King, Ron White, Madeline Zima"
Brotherhood of Murder,1999,"Peter Gallagher, William Baldwin, Kelly Lynch, Zack Ward, Joel S. Keller"
I'm Losing You,1998,"Rosanna Arquette, Elizabeth Perkins, Buck Henry, Amanda Donohoe, Andrew McCarthy, Gina Gershon, Frank Langella, Salome Jens, Lisa Edelstein"
Strip Search,1997,"Michael Paré, Pam Grier, Mackenzie Gray, Maury Chaykin, Lucie Laurier, Caroline Néron, Heidi Von Paleske"
Fly Away Home,1996,"Jeff Daniels, Anna Paquin, Dana Delany, Terry Kinney, Holter Graham, Judith Orban, David Hemblen, Michael J. Reynolds, Nora Ballard, Jeremy Ratchford, Sarena Paton, Deborah Verginella, Carmen Lishman, Ken James, Jeff Braunstein, John Friesen, Christopher Benson, Kevin Jubinville, Philip Akin, Gladys O'Connor, Dick Callahan, Cheryl MacInnis, Mark Wilson, J. Craig Sandy, Wendy Walsh, Richard Saxton, Larry McCormick, Linden Chiles, Timm Zemanek, Diane Douglass, Azura Bates, Jonathan Bates, Michael Vollans, Michael Copeman, John Nelles, Jeff Poulis, Christopher Lorenz, Melissa Tanti, Geoff McBride, Christi Hill, Joe Pantoliano"
Prefontaine,1997,"Jared Leto, R. Lee Ermey, Ed O'Neill, Shannon Leto, Laurel Holloman, Kurtwood Smith, Breckin Meyer, Amy Locane, Lindsay Crouse, Brian McGovern, Adrian Amadeus, Laurence Ballard, Ryan Brewer, Robert Burke, Kevin Calabro, George Catalano, Wade Clegg, Wally Dalton, Adam Fitzhugh, Jim Freeman, Tom Glasgow, David Grosby, Geoffrey Haley, Dag Hinrichs, Tracy Hollister, Peter Anthony Jacobs, Eric Johnson, Eric Keenleyside, Steve Kelley, Stephen J. Lang, Eric Liddell, Jochen Liesche, Henri Lubatti, Jeff McAtee, Michael Patten, John Charles Pavlich, Gaard Swanson, Brad Tuinstra, Tyler J. Olson, Brad Upton, Bruce Walker, Hugh P. Wallace, Mac Wilkins, Phaedra Wilson, Paul Yarnold, Michael Armani, Rik Deskin, Bill Koontz, Starr Lajoie, Toby Lawless, Maiz Lucero, Gareth Von Kallenbach, David Frederick White, Jay Zorich, Wendy Ray"
Obstacles,2000,"Brian Hooks, E-40, D-Shot, Reggie Simmons, Angie Atwood, Omar Benson Miller, Suga-T, Jaqueline Fleming, Reuben Istatia, LeRoy Mobley, Michael Gillespie, Ken Swanson, Ashley Williams, Ron J."
And the Beat Goes On: The Sonny and Cher Story,1999,"Renee Faia, Jay Underwood, Jim Pirri, Walter Franks, Carl Gilliard, Christian Leffler"
Drunks,1995,"Calista Flockhart, Faye Dunaway, Richard Lewis, Sam Rockwell, George Martin, Spalding Gray, Liza Harris"
Love from Ground Zero,1998,"Sam Robards, Kathryn Erbe, Jacqueline McKenzie, James Gammon, Pruitt Taylor Vince, Anne Dake, Hollis McCarthy"
Desert Breeze,1996,"Tia Carrere, Clancy Brown, Andrea Roth"
The Maker,1997,"Mary-Louise Parker, Matthew Modine, Michael Madsen, Robert Gossett, Jeff Kober, Fairuza Balk, Rand Ravich, Jonathan Rhys Meyers, Marc Worden, Jesse Borrego, Lawrence Pressman, Kimberly Wallis, Kate McGregor-Stewart, Joel McKinnon Miller"
In Dreams,1999,"Aidan Quinn, Katie Sagona, Robert Downey Jr., Annette Bening, Paul Guilfoyle, Stephen Rea, Dennis Boutsikaris, Emma J. Brown, Kathleen Langlois, Jennifer Berry, Michael Cavanaugh, Dossy Peabody, John Fiore, Jennifer Dragon, Samantha Kelly, Jennifer Caine Natenshon, Bethany M. Paquin, Erica Sullivan, Amelia Claire Novotny, Kristin Sroka, Robert Walsh, Denise Cormier, Ken Cheeseman, Devon Cole Borisoff, Prudence Wright Holmes, Lonnie Farmer, Margo Martindale, June Lewin, Pamela Payton-Wright, Krystal Benn, Dorothy Dwyer, Geoffrey Wigdor, Wally Dunn, Eric Roemele, John Michael Vaughn, Brian Goodman, Pete, Eric Bruno Borgman, Alan Francis, Mylan Janoplis, Dee Nelson"
Family of Cops,1995,"Charles Bronson, Sebastian Spence, Angela Featherstone, Daniel Baldwin, Barbara Williams, Simon MacCorkindale, Kate Trotter, Caroline Barclay, John Vernon, Lesley-Anne Down"
Diamonds,1999,"Jenny McCarthy, June Chadwick, Lee Tergesen, Lauren Bacall, Kurt Fuller, Corbin Allred, Dan Aykroyd, Kirk Douglas, John Landis, Joyce Bulifant, Val Bisoglio, Mariah O'Brien"
Critical Care,1997,"Albert Brooks, James Spader, Wallace Shawn, Anne Bancroft, Helen Mirren, Kyra Sedgwick, Jeffrey Wright, Margo Martindale, Colm Feore, Philip Bosco, Edward Herrmann, James Lally, Harvey Atkin, Al Waxman, Hamish McEwan, Jackie Richardson, Barbara Eve Harris, Conrad Coates, Bruno Dressler, Caroline Nielsen, Gladys O'Connor, Kay Hawtrey, Don Carmody, Kim Roberts, Naomi Blicker, Merwin Mondesir, Bruce Hemmings, Paul Brown, Michael Colton, David Sparrow"
The Invader,1997,"Sean Young, Ben Cross, Nick Mancuso, Lynda Boyd, Daniel Baldwin, Robert Andre, Tim Henry"
Trans,1998,"Trevor Thomas, Ryan Daugherty, Jon Daugherty, Michael Golnack, Lynn Boyd, Stephanie Davis, Edge, Justin Lakes, Glenn Papp, Jeremiah Robinson, Elijah Smith, Charles Walker"
In His Life: The John Lennon Story,2000,"Blair Brown, Scot Williams, Gillian Kearney, Christine Kavanagh, Lee Williams, Mark Rice-Oxley, Christian Ealey, Philip McQuillan, Daniel McGowan, Jamie Glover, Paul Broughton, Michael Ryan, Pálína Jónsdóttir"
Vampires,1998,"James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith, Maximilian Schell, Cary-Hiroyuki Tagawa, Tim Guinee, Mark Boone Junior, Gregory Sierra"
The Jesse Ventura Story,1999,"Nils Allen Stewart, Nola Augustson, Thomas Brandise, Nancy Anne Sakovich"
October 22,1998,"Mark Boone Junior, Michael Paré, Ernie Hudson, Amanda Plummer, Colm Meaney, Tate Donovan, Richard Schenkman, Donna Murphy, Ivana Miličević, Paul Perri"
Breaking Up,1997,"Russell Crowe, Salma Hayek, Abraham Alvarez, Marty Granger, Carlo Corazon, Mary Ann Schmidt"
Little Boy Blue,1998,"Tyrin Turner, Shirley Knight, Ryan Phillippe, Nastassja Kinski, Brent Jennings, Jenny Lewis, John Doman"
The Wife,1995,"Karen Young, Julie Hagerty, Tom Noonan, Wallace Shawn, Danny Darrow"
Mr. Rock 'n Roll: The Alan Freed Story,1999,"Daniel Kash, Leon Robinson, Paula Abdul, Judd Nelson, Mädchen Amick, David Gianopoulos"
Spark,1998,"Nicole Ari Parker, Terrence Howard, Brendan Sexton III, George Gerdes, Dewey Weber, Tom Gilroy, Sandra Ellis Lafferty, Timothy McNeil"
Panther,1995,"Kadeem Hardison, Bokeem Woodbine, Joe Don Baker, Courtney B. Vance, Tyrin Turner, Marcus Chong, Wesley Jonathan, Jenifer Lewis, Chris Rock, M. Emmet Walsh, James Russo, Mario Van Peebles, Chris Tucker, Angela Bassett, Bobby Brown"
The Blue Diner,2000,"Lisa Vidal, Míriam Colón, William Marquez, Jack Mulcahy, Jaime Tirelli, Jose Yenque, Edouard DeSoto, Fidel Vicioso, Virginia Rambal"
Sydney – A Story of a City,1999,"Paul Mercurio, Lucy Bell, Sue Milliken, Phil Gerlach"
Rocky Marciano,1999,"Jon Favreau, Penelope Ann Miller, Judd Hirsch, George C. Scott, Duane Davis, Tony Lo Bianco"
Jackie's Back,1999,"Don Cornelius, Jenifer Lewis, Dolly Parton, Bette Midler, Rudy Ray Moore, Tim Curry, Tom Arnold, Whoopi Goldberg, David Hyde Pierce, Loretta Devine"
The Locusts,1997,"Ashley Judd, Kate Capshaw, Vince Vaughn, Paul Rudd, Jeremy Davies, Jason Davis, Jessica Capshaw, Jerry Haynes, Jessica Robertson, Jimmy Ray Pickens"
Suicide Kings,1997,"Christopher Walken, Denis Leary, Henry Thomas, Sean Patrick Flanery, Jay Mohr, Brad Garrett, Laura Harris, Jeremy Sisto, Nina Siemaszko, Johnny Galecki, Sean Whalen, Laura San Giacomo, Christopher Walken"
A Bright Shining Lie,1998,"Vivian Wu, Kurtwood Smith, Bill Paxton, Amy Madigan, Donal Logue, Eric Bogosian, Harve Presnell, Robert John Burke, Bo Eason, Karina Logue, Lim Kay Tong, Seng Kawee, Andrew Borba, Richard Libertini, Ed Lauter"
"In the Kingdom of the Blind, the Man with One Eye Is King",1995,"William Petersen, Michael Biehn, Khalil Kain, Paul Winfield, Leo Rossi, Kristian Alfonso, Tony DiBenedetto, Nick Vallelonga, Michael Cavalieri, Tony Lip"
Grace & Glorie,1998,"Emmy Rossum, Diane Lane, Michael Angarano, Carrie Preston, Michael Emerson"
Hudson River Blues,1997,"Mason Adams, Patti Allison, Marylouise Burke, Miles Chapin, Polly Draper, Gregg Edelman, Tovah Feldshuh, Andre Gregory, Jane Krakowski"
S Club 7: Artistic Differences,2000,"Linda Blair, Hannah Spearritt"
In the Heat of the Night: By Duty Bound,1995,"Corbin Bernsen, Denise Nicholas, Carl Weathers, Carroll O'Connor, Alan Autry, Crystal R. Fox, Hugh O'Connor, David Hart"
Assignment Berlin,1998,"Sammi Davis, Cliff Robertson, Paul Winfield, Jan Niklas, Evelyn Meyka, Gesche Tebbenhoff, Martin Umbach, Dominic Raacke, Michael Mendl, Peter Simonischek, Jen Sung Outerbridge, Anina Abt-Siebold, Piotr Papierz, Sabine Svoboda, George Chung"
A Perry Mason Mystery: The Case of the Jealous Jokester,1995,"Dyan Cannon, Barbara Hale, David Rasche, William R. Moses, Holland Taylor, Hal Holbrook, Victoria Jackson, Susan Diol"
Without Evidence,1995,"Andrew Prine, Scott Plank, Angelina Jolie, Anna Gunn, Paul Perri, Allen Nause, Chris Mastrandrea, Danny Bruno, Kristen Peckinpah, Ernie Garrett"
Sleepwalk,2000,"Drea de Matteo, Catherine Kellner, John Lurie, Ivan Martin"
The Minus Man,1999,"Owen Wilson, Sheryl Crow, Dwight Yoakam, Dennis Haysbert, Janeane Garofalo, Brian Cox, Mercedes Ruehl, Larry Miller, Eric Mabius, Alex Warren, Bogus"
Evidence of Blood,1998,"Marnie McPhail, Mary McDonnell, David Strathairn, Jackie Burroughs, Nancy Beatty, Chris Wiggins, Sean McCann, Bernard Behrens"
Convict Cowboy,1995,"Jon Voight, Kyle Chandler, Ben Gazzara, Stephen McHattie, Glenn Plummer, Marcia Gay Harden, Dean Wray"
Via Dolorosa,2000,David Hare
The Tempest,1998,"John Glover, Katherine Heigl, Harold Perrineau, Peter Fonda"
Cousin Bette,1998,"Jessica Lange, Elisabeth Shue, Bob Hoskins, Kelly Macdonald, Hugh Laurie, Geraldine Chaplin, Paul Bandey, Gillian Martell, John Benfield, Aden Young, Laura Fraser, John Sessions, Janie Hargreaves, Jefferson Mays, Toby Stephens"
Kleptomania,1995,"Victor Garber, Amy Irving"
Breach of Faith: A Family of Cops 2,1997,"Charles Bronson, Angela Featherstone, Diane Ladd, Sebastian Spence, Mimi Kuzyk, David Hemblen, Barbara Williams, Joe Penny, Andrew Jackson, Cynthia Belliveau, Kim Weeks, Kari Matchett"
Sudden Terror: The Hijacking of School Bus #17,1996,María Conchita Alonso
Death Benefit,1996,"Penny Johnson, Wendy Makkena, Peter Horton, Nathan Lawrence, Carrie Snodgress"
My Antonia,1995,"Neil Patrick Harris, Mira Furlan"
The Curse of Inferno,1997,Janine Turner
Lover Girl,1997,"Sandra Bernhard, Kristy Swanson, Tara Subkoff, Renée Humphrey, Loretta Devine"
Archibald the Rainbow Painter,1998,"Dorian Harewood, Patti D'Arbanville"
Sugar Town,1999,"Jade Gordon, Ally Sheedy, Rosanna Arquette, Lucinda Jenney, Nigel John Taylor, John Doe, Martin Kemp, Michael Des Barres, Lumi Cavazos, Larry Klein, Elena Nommenson, Jeff McDonald, Amelia Nommenson, Veronica Nommenson, Richmond Arquette, Nicholas Walker"
The Man Who Knew Too Little,1997,"Bill Murray, Peter Gallagher, Joanne Whalley, Alfred Molina, Richard Wilson, Geraldine James, John Standing, Anna Chancellor"
The Juror,1996,"Demi Moore, Alec Baldwin, James Gandolfini, Anne Heche, Joseph Gordon-Levitt, Matt Craven, Michael Rispoli, Lindsay Crouse, Todd Susman, Michael Constantine, Tony Lo Bianco, Julie Halston, Frank Adonis, Matthew Cowles, Polly Adams, Jack Gilpin, Chuck Cooper, Charle Landry, Tom Signorelli, Frances Foster, Robin Moseley, Rosemary De Angelis, Joseph Perrino, James Michael McCauley, William Hill, Randy Jurgensen, Chuck Zito, Steve Santosusso, Peter Rini, Gayle Scott, Gary R. Wordham, Anne Bobby, Fiona Gallagher, Luisa Huertas, Daniel Martínez, Melissa Murray, Brett Barsky, Denise Burse, Jose Senteno, Kalani Queypo, Alejandro García, Rauol Morales, Marco Quazzo, Jose Jara, Robert Covarrubias, Andy Davoli, Marilyn Dobrin, John Louis Fischer, Ben Ryan, Todo Segalla, Eddie Sicoli"
Big Daddy,1999,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Dylan Sprouse, Leslie Mann, Allen Covert, Rob Schneider, Josh Mostel, Kristy Swanson, Steve Buscemi, Peter Dante, Joseph Bologna, Cole Sprouse, Jonathan Loughran, Tim Herlihy, Edmund Lyndeck, Larkin Malloy, Samantha Brown, Neal Huff, Geoffrey Horne, Greg Haberny, Jackie Sandler, George Hall, Peggy Shay, Alfonso Ramírez, Salvatore Cavaliere, Kelly Dugan, Jared Sandler, Jillian Sandler, Helen Lloyd Breed, Chloé Hult, Carmen de Lavallade, Steven Brill, Glen Trotiner, Jorge Buccio, Cat Jagar, Deborah S. Craig, Nicholas Taylor, Cole Hawkins, Gabriel Jacobs, Michael Arcate, Gaetano Lisi, Michael Giarraputo, Steve Glenn, Al Cerullo, Diana Berry, Dar Billingham, Brian Canberg, Dennis Dugan, Marshall Dancing Elk Lucas, Lian Moy, Laurie Wallace, Waneeki Yokomee-Fung"
A Loss of Innocence,1996,Jennie Garth
Childhood Sweetheart?,1997,"Melissa Gilbert, Ed Lauter, Barbara Babcock, Michael Reilly Burke"
Heartless,1997,Mädchen Amick
Knockout,2000,María Conchita Alonso
Just Cause,1995,"Scarlett Johansson, Kate Capshaw, Ed Harris, Sean Connery, Laurence Fishburne, Blair Underwood, Ruby Dee, Ned Beatty, Kevin McCarthy, Lynne Thigpen, Hope Lange, Christopher Murray, Daniel J. Travanti, Liz Torres, Taral Hicks, Victor Slezak, Chris Sarandon, George Plimpton, Brooke Alderson, Vitamin C, Richard Liberty, Joel S. Ehrenkranz, Barbara Jean Kane, Maurice Jamaal Brown, Patrick Maycock, Jordan F. Vaughn, Francisco Paz, Marie Hyman, S. Bruce Wilson, Erik Stephan, Melanie Hughes, Megan Meinardus, Melissa Hood-Julien, Jenna Del Buono, Ashley Holliday, Marisa Perry, Ashley Council, Augusta Lundsgaard, Connie Lee Brown, Clarence Lark III, Monte St. James, Gary Landon Mills, Shareef Malnik, Tony Bolano, Angelo Maldonado, Fausto Rodriguez, Karen Leeds, Dan Romero, Donn Lamkin, Stacie A. Zinn, Mark Cheek, Kylie Delre, Rocky Essex, Deborah Smith Ford, April Freeman, Patrick Fullerton, Jody L Millard, Rene Teboe"
Madame Bovary,2000,"Hugh Dancy, Hugh Bonneville, Greg Wise, Frances O'Connor"
An Unexpected Family,1996,Stockard Channing
Halloween H20: 20 Years Later,1998,"Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams, LL Cool J, Chris Durand, Joseph Gordon-Levitt, Adam Hann-Byrd, Nancy Stephens, Jodi Lyn O'Keefe, Janet Leigh, Branden Williams, Beau Billingslea, Matt Winston, Larissa Miller, Emmalee Thompson, David Blanchard, John Cassini, Jody Wood, Lisa Gay Hamilton, Tom Kane, Tiffani DiGregorio, Rachel Galvin, Arden James, Steve Miner"
Down to You,2000,"Selma Blair, Julia Stiles, Freddie Prinze Jr., Ashton Kutcher, Rosario Dawson, Zak Orth, Henry Winkler, Shawn Hatosy, Adam Carolla, Jimmy Kimmel, Lola Glaudini"
The Proprietor,1996,"Jeanne Moreau, Sean Young, Sam Waterston, Christopher Cazenove, Nell Carter, Jean-Pierre Aumont, Austin Pendleton, Charlotte de Turckheim, Josh Hamilton, Brigitte Catillon"
When Secrets Kill,1997,Lacey Chabert
The Defenders: Taking the First,1998,Martha Plimpton
In the Company of Spies,1999,Clancy Brown
When Husbands Cheat,1998,"William Greenblatt, Karl Pruner, Brenda Vaccaro, Robin Brûlé, Vince Corazza, Tom Irwin, Geoffrey Bowes, Patricia Kalember, Peter Keleghan"
Critical Choices,1996,Jeffrey Donovan
Thin Air,2000,Yancy Butler
The Garbage Picking Field Goal Kicking Philadelphia Phenomenon,1998,"Jessica Tuck, Tony Danza, Art LaFleur"
Louis & Frank,1998,"Sam Rockwell, Tony Curtis"
The Price of Heaven,1997,"Cicely Tyson, Lori Loughlin, Grant Show, George Wendt, Cari Shayne, Stephen Michael Ayers"
Fight Club,1999,"Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto, David Andrews, Zach Grenier, Richmond Arquette, Eugenie Bondurant, Christina Cabot, George Maguire, Rachel Singer, Bob Stephenson, Ezra Buzzington, Tim De Zarn, David Lee Smith, Sydney 'Big Dawg' Colston, Christie Cronenweth, Dierdre Downing-Jackson, Charlie Dell, Rob Lanza, Holt McCallany, Joel Bissonnette, Eion Bailey, Evan Mirand, Robby Robinson, Lou Beatty Jr., Thom Gossom Jr., Valerie Bickford, Peter Iacangelo, Carl Ciarfalio, Stuart Blumberg, Todd Peirce, Mark Fite, Matt Winston, Joon B. Kim, Bennie Moore, Lauren Sánchez, Pat McNamara, Tyrone R. Livingston, Owen Masterson, David Jean Thomas, Paul Carafotes, Christopher John Fields, Anderson Bourell, Scotch Ellis Loring, Michael Shamus Wiles, Andi Carnick, Edward Kowalczyk, Leonard Termo, Van Quattro, Markus Redmond, Michael Girardin, Michael Arturo, Matt Cinquanta, Tommy Dallace, Paul Dillon, Eddie Hargitay, Philip Hawn, Jawara, Baron Jay, Jim Jenkins, Kevin Scott Mack, Trey Ore, Trey Ore, Louis Ortiz, Hugh Peddy, J.T. Pontino, Chad Randau, Marcio Rosario, Gregory Silva, Brian Tochi, Alekxia Valdez"
Casualties,1997,"Mark Harmon, John Diehl, Caroline Goodall, Michael Beach, Jon Gries, Lisa Darr, Alex Paen, Jennifer Joan Taylor"
Jaded,1996,"Carla Gugino, Richard Bright"
"Something Borrowed, Something Blue",1997,"Connie Sellecca, Shawnee Smith, Ken Howard, Twiggy, Jameson Parker, Dina Merrill"
Legacy of Sin: The William Coit Story,1995,Neil Patrick Harris
A Vision of Murder: The Story of Donielle,2000,"María Conchita Alonso, Rip Torn"
The Informant,1997,"Cary Elwes, Timothy Dalton"
The Run of the Country,1995,Albert Finney
Just Looking,1999,"Ryan Merriman, Gretchen Mol, Peter Onorati, Ilana Levine, Joseph Franquinha, Jason Alexander"
Contaminated Man,2000,"William Hurt, Claudia Liptai, Natascha McElhone, Peter Weller, Katja Woywood, Michael Brandon, Nikolett Barabas, Hendrick Haese, Désirée Nosbusch, Arthur Brauss, Christopher Cazenove, Hardy Krüger junior, Thomas Fritsch, Geraldine McEwan, Mari Nagy, Aron Soos, Gabor Peter Vincze, Virag Ambrus, Pál Oberfrank, Said Tichiti, Dalma Devenyi, Béla Fesztbaum, Szilvia Bizek, Balázs Galkó, Andrea Osvárt, Tibor Kenderesi, Anita Bogozi, Zoltán Gera, Gerson Perry, Gabi Celle, Zsolt Sáfár Kovács, Sándor Téri, Tamás Varga, Attila Szatmari, Győző Szabó, Anthero Montenegro"
O.K. Garage,1998,"John Turturro, Will Patton"
Ropewalk,2000,"Lesley Ann Warren, Ever Carradine, Fred Ward, Peter Facinelli, Lena Headey, Frank Vincent, Melanie Norris, Clare Kramer, Alex Daunis, Max Perlich, Michele Hicks, Nathan Bexton, Jayce Bartok, Michael Buie"
